"Step","Species","AdultAbsBA","simMean","pval","signif"
1,"ABMA",96.84838877,96.43464,6.39866539260071e-05,"Sig"
6,"ABMA",97.52063023,97.908828,0.0948033727332915,"NS"
11,"ABMA",94.43564576,98.905806,6.52536211726892e-08,"Sig"
16,"ABMA",91.25577994,100.260858666667,1.85034896867042e-12,"Sig"
21,"ABMA",88.46650645,101.402528666667,1.59501846414645e-13,"Sig"
1,"PIMO",0.020687436,0.0199037,1,"NS"
6,"PIMO",0.023809402,0.02350812,0.569977864208503,"NS"
11,"PIMO",0.01586508,0.0273082066666667,1.85577652929042e-09,"Sig"
16,"PIMO",0.01993031,0.0314551,4.16326215165606e-08,"Sig"
21,"PIMO",0.022551976,0.03558238,2.69786602464427e-07,"Sig"
