"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",8.225156478,8.261172,0.625609045756537,0.0962216970150338,"NS","NS"
6,"ABCO",8.5584417534,8.42454,0.394280065068514,0.177487368054481,"NS","NS"
11,"ABCO",8.60228985,8.633418,0.772048539753714,0.851157439975829,"NS","NS"
16,"ABCO",9.553299294,8.624742,0.49295702124021,0.00308071740605723,"NS","Sig"
21,"ABCO",10.69337808,8.914884,0.0988436308288803,0.000354824059307282,"NS","Sig"
1,"CADE",26.3069525796,27.062408,0.349030312701894,0.0120783195704356,"NS","Sig"
6,"CADE",27.5409322188,27.754198,0.432468925905635,0.314322770335926,"NS","NS"
11,"CADE",29.414679063,27.86649,0.546582583891946,0.016196994685736,"NS","Sig"
16,"CADE",30.9835171338,28.383146,0.287789666034588,0.00182075978086083,"NS","Sig"
21,"CADE",31.682969241,28.328248,0.298505268178495,0.0014071445909328,"NS","Sig"
1,"PILA",1.5657506634,2.0273474,0.0130956457766034,6.59923781537176e-05,"Sig","Sig"
6,"PILA",1.6803483774,2.050277,0.793796744129845,0.00549126676928198,"NS","Sig"
11,"PILA",1.975410591,2.0567148,0.607022177796462,0.318192417864627,"NS","NS"
16,"PILA",2.3077156872,2.0504086,0.200453728880376,0.0722200189687016,"NS","NS"
21,"PILA",2.5689467958,2.1049268,0.120034130253745,0.0425136349139433,"NS","Sig"
1,"PIPO",17.41989711,15.7633614,0.238743220551923,0.00453424679339094,"NS","Sig"
6,"PIPO",11.3079959916,14.2850836,0.880736716872042,0.00698086335981916,"NS","Sig"
11,"PIPO",11.6126039568,12.84369586,0.265896751549061,0.250175399778405,"NS","NS"
16,"PIPO",11.661556368,10.3936732,0.150066293897289,0.509380384895769,"NS","NS"
21,"PIPO",12.0437901276,9.5163493,0.189074520506922,0.257946699613797,"NS","NS"
1,"QUCH",0.083079612,0.0767428858,0,1.13389384920786e-08,"Sig","Sig"
6,"QUCH",0.0370166874,0.0769257536,0.844176874758231,0.00476925707909597,"NS","Sig"
11,"QUCH",0.0210078792,0.0803556592,0.22455860352577,0.00135485863474778,"NS","Sig"
21,"QUCH",0.0176605044,0.078629876,0.700078803638393,0.00931116845556844,"NS","Sig"
1,"QUKE",15.1782367044,14.810009,0.0639802100747833,0.000528331237380738,"NS","Sig"
6,"QUKE",14.6855364348,14.8190798,0.965041715579692,0.0845005675102466,"NS","NS"
11,"QUKE",14.9033325672,14.788695,0.58578809019155,0.368769372564715,"NS","NS"
16,"QUKE",15.429069117,14.88324174,0.851989112270157,0.0135864404050124,"NS","Sig"
21,"QUKE",15.3179185236,14.82368742,0.647681145301517,0.00647285420162393,"NS","Sig"
